codigo,nombre,nivel,padre,elemento,tipo
30234,Valor razonable,5,3023,3,ACTIVO_INMOVILIZADO
30235,Participación patrimonial,5,3023,3,ACTIVO_INMOVILIZADO
3024,Acciones de inversión,4,302,3,ACTIVO_INMOVILIZADO
30241,Costo,5,3024,3,ACTIVO_INMOVILIZADO
30244,Valor razonable,5,3024,3,ACTIVO_INMOVILIZADO
30245,Participación patrimonial,5,3024,3,ACTIVO_INMOVILIZADO
3028,Otros títulos representativos de patrimonio,4,302,3,ACTIVO_INMOVILIZADO
30281,Costo,5,3028,3,ACTIVO_INMOVILIZADO
30284,Valor razonable,5,3028,3,ACTIVO_INMOVILIZADO
30285,Participación patrimonial,5,3028,3,ACTIVO_INMOVILIZADO
303,Certificados de participación en fondos - Cuotas,3,30,3,ACTIVO_INMOVILIZADO
3031,Fondos de inversión,4,303,3,ACTIVO_INMOVILIZADO
30311,Costo,5,3031,3,ACTIVO_INMOVILIZADO
30314,Valor razonable,5,3031,3,ACTIVO_INMOVILIZADO
3032,Fondos mutuos,4,303,3,ACTIVO_INMOVILIZADO
30321,Costo,5,3032,3,ACTIVO_INMOVILIZADO
30324,Valor razonable,5,3032,3,ACTIVO_INMOVILIZADO
304,Participaciones en acuerdos conjuntos,3,30,3,ACTIVO_INMOVILIZADO
3041,Operaciones conjuntas,4,304,3,ACTIVO_INMOVILIZADO
30411,Costo,5,3041,3,ACTIVO_INMOVILIZADO
30414,Valor razonable,5,3041,3,ACTIVO_INMOVILIZADO
30415,Participación patrimonial,5,3041,3,ACTIVO_INMOVILIZADO
3042,Negocios conjuntos,4,304,3,ACTIVO_INMOVILIZADO
30421,Costo,5,3042,3,ACTIVO_INMOVILIZADO
30424,Valor razonable,5,3042,3,ACTIVO_INMOVILIZADO
30425,Participación patrimonial,5,3042,3,ACTIVO_INMOVILIZADO
308,Inversiones mobiliarias  Acuerdos de compra,3,30,3,ACTIVO_INMOVILIZADO
3081,Instrumentos financieros representativos de deuda  Acuerdo de compra,4,308,3,ACTIVO_INMOVILIZADO
30811,Costo,5,3081,3,ACTIVO_INMOVILIZADO
30814,Valor razonable,5,3081,3,ACTIVO_INMOVILIZADO
3082,Instrumentos financieros representativos de derecho patrimonial ,4,308,3,ACTIVO_INMOVILIZADO
30821,Costo,5,3082,3,ACTIVO_INMOVILIZADO
30824,Valor razonable,5,3082,3,ACTIVO_INMOVILIZADO
31,PROPIEDADES DE INVERSIÓN,2,3,3,ACTIVO_INMOVILIZADO
311,Terrenos,3,31,3,ACTIVO_INMOVILIZADO
3111,Urbanos,4,311,3,ACTIVO_INMOVILIZADO
31111,Costo,5,3111,3,ACTIVO_INMOVILIZADO
31112,Revaluación,5,3111,3,ACTIVO_INMOVILIZADO
31114,Valor razonable,5,3111,3,ACTIVO_INMOVILIZADO
3112,Rurales,4,311,3,ACTIVO_INMOVILIZADO
31121,Costo,5,3112,3,ACTIVO_INMOVILIZADO
31122,Revaluación,5,3112,3,ACTIVO_INMOVILIZADO
31124,Valor razonable,5,3112,3,ACTIVO_INMOVILIZADO
312,Edificaciones,3,31,3,ACTIVO_INMOVILIZADO
3121,Edificaciones,4,312,3,ACTIVO_INMOVILIZADO
31211,Costo,5,3121,3,ACTIVO_INMOVILIZADO
31212,Revaluación,5,3121,3,ACTIVO_INMOVILIZADO
31213,Costos de financiación,5,3121,3,ACTIVO_INMOVILIZADO
31214,Valor razonable,5,3121,3,ACTIVO_INMOVILIZADO
313,Construcciones en curso,3,31,3,ACTIVO_INMOVILIZADO
3131,Edificaciones,4,313,3,ACTIVO_INMOVILIZADO
31311,Costo,5,3131,3,ACTIVO_INMOVILIZADO
31312,Revaluación,5,3131,3,ACTIVO_INMOVILIZADO
31313,Costos de financiación,5,3131,3,ACTIVO_INMOVILIZADO
31314,Valor razonable,5,3131,3,ACTIVO_INMOVILIZADO
32,ACTIVOS POR DERECHO DE USO,2,3,3,ACTIVO_INMOVILIZADO
321,Propiedades de inversión - Arrendamiento financiero,3,32,3,ACTIVO_INMOVILIZADO
3211,Terrenos,4,321,3,ACTIVO_INMOVILIZADO
32111,Costo,5,3211,3,ACTIVO_INMOVILIZADO
32112,Revaluación,5,3211,3,ACTIVO_INMOVILIZADO
32114,Valor razonable,5,3211,3,ACTIVO_INMOVILIZADO
3212,Edificaciones,4,321,3,ACTIVO_INMOVILIZADO
32121,Costo,5,3212,3,ACTIVO_INMOVILIZADO
32122,Revaluación,5,3212,3,ACTIVO_INMOVILIZADO
32123,Costo de financiación,5,3212,3,ACTIVO_INMOVILIZADO
32124,Valor razonable,5,3212,3,ACTIVO_INMOVILIZADO
322,"Propiedad, planta y equipo - Arrendamiento financiero",3,32,3,ACTIVO_INMOVILIZADO
3220,Planta productora en producción,4,322,3,ACTIVO_INMOVILIZADO
32201,Costo,5,3220,3,ACTIVO_INMOVILIZADO
32202,Revaluación,5,3220,3,ACTIVO_INMOVILIZADO
32203,Costo de financiación,5,3220,3,ACTIVO_INMOVILIZADO
3221,Planta productora en desarrollo,4,322,3,ACTIVO_INMOVILIZADO
32211,Costo,5,3221,3,ACTIVO_INMOVILIZADO
32212,Revaluación,5,3221,3,ACTIVO_INMOVILIZADO
32213,Costo de financiación,5,3221,3,ACTIVO_INMOVILIZADO
3222,Terrenos,4,322,3,ACTIVO_INMOVILIZADO
32221,Costo,5,3222,3,ACTIVO_INMOVILIZADO
32222,Revaluación,5,3222,3,ACTIVO_INMOVILIZADO
3223,Edificaciones,4,322,3,ACTIVO_INMOVILIZADO
32231,Costo,5,3223,3,ACTIVO_INMOVILIZADO
32232,Revaluación,5,3223,3,ACTIVO_INMOVILIZADO
32233,Costo de financiación,5,3223,3,ACTIVO_INMOVILIZADO
3224,Maquinaria y equipo de explotación,4,322,3,ACTIVO_INMOVILIZADO
32241,Costo,5,3224,3,ACTIVO_INMOVILIZADO
32242,Revaluación,5,3224,3,ACTIVO_INMOVILIZADO
32243,Costo de financiación,5,3224,3,ACTIVO_INMOVILIZADO
3225,Unidades de transporte,4,322,3,ACTIVO_INMOVILIZADO
32251,Costo,5,3225,3,ACTIVO_INMOVILIZADO
32252,Revaluación,5,3225,3,ACTIVO_INMOVILIZADO
3226,Muebles y enseres,4,322,3,ACTIVO_INMOVILIZADO
32261,Costo,5,3226,3,ACTIVO_INMOVILIZADO
32262,Revaluación,5,3226,3,ACTIVO_INMOVILIZADO
3227,Equipos diversos,4,322,3,ACTIVO_INMOVILIZADO
32271,Costo,5,3227,3,ACTIVO_INMOVILIZADO
32272,Revaluación,5,3227,3,ACTIVO_INMOVILIZADO
3228,Herramientas y unidades de reemplazo,4,322,3,ACTIVO_INMOVILIZADO
32281,Costo,5,3228,3,ACTIVO_INMOVILIZADO
32282,Revaluación,5,3228,3,ACTIVO_INMOVILIZADO
323,"Propiedad, planta y equipo - Arrendamiento operativo",3,32,3,ACTIVO_INMOVILIZADO
3230,Planta productora en producción,4,323,3,ACTIVO_INMOVILIZADO
32301,Costo,5,3230,3,ACTIVO_INMOVILIZADO
32302,Revaluación,5,3230,3,ACTIVO_INMOVILIZADO
3232,Terrenos,4,323,3,ACTIVO_INMOVILIZADO
32321,Costo,5,3232,3,ACTIVO_INMOVILIZADO
3233,Edificaciones,4,323,3,ACTIVO_INMOVILIZADO
32331,Costo,5,3233,3,ACTIVO_INMOVILIZADO
32332,Revaluación,5,3233,3,ACTIVO_INMOVILIZADO
3234,Maquinaria y equipo de explotación,4,323,3,ACTIVO_INMOVILIZADO
32341,Costo,5,3234,3,ACTIVO_INMOVILIZADO
32342,Revaluación,5,3234,3,ACTIVO_INMOVILIZADO
3235,Unidades de transporte,4,323,3,ACTIVO_INMOVILIZADO
32351,Costo,5,3235,3,ACTIVO_INMOVILIZADO
32352,Revaluación,5,3235,3,ACTIVO_INMOVILIZADO
3236,Equipos diversos,4,323,3,ACTIVO_INMOVILIZADO
32361,Costo,5,3236,3,ACTIVO_INMOVILIZADO
32362,Revaluación,5,3236,3,ACTIVO_INMOVILIZADO
33,"PROPIEDAD, PLANTA Y EQUIPO",2,3,3,ACTIVO_INMOVILIZADO
330,Planta productora,3,33,3,ACTIVO_INMOVILIZADO
3301,Planta productora en producción,4,330,3,ACTIVO_INMOVILIZADO
33011,Costo,5,3301,3,ACTIVO_INMOVILIZADO
33012,Revaluación,5,3301,3,ACTIVO_INMOVILIZADO
33013,Costo de financiación,5,3301,3,ACTIVO_INMOVILIZADO
33014,Valor razonable,5,3301,3,ACTIVO_INMOVILIZADO
3302,Planta productora en desarrollo,4,330,3,ACTIVO_INMOVILIZADO
33021,Costo,5,3302,3,ACTIVO_INMOVILIZADO
33022,Revaluación,5,3302,3,ACTIVO_INMOVILIZADO
33023,Costo de financiación,5,3302,3,ACTIVO_INMOVILIZADO
33024,Valor razonable,5,3302,3,ACTIVO_INMOVILIZADO
331,Terrenos,3,33,3,ACTIVO_INMOVILIZADO
3311,Terrenos,4,331,3,ACTIVO_INMOVILIZADO
33111,Costo,5,3311,3,ACTIVO_INMOVILIZADO
33112,Revaluación,5,3311,3,ACTIVO_INMOVILIZADO
332,Edificaciones,3,33,3,ACTIVO_INMOVILIZADO
3321,Edificaciones,4,332,3,ACTIVO_INMOVILIZADO
33211,Costo,5,3321,3,ACTIVO_INMOVILIZADO
33212,Revaluación,5,3321,3,ACTIVO_INMOVILIZADO
33213,Costo de financiación,5,3321,3,ACTIVO_INMOVILIZADO
3324,Instalaciones,4,332,3,ACTIVO_INMOVILIZADO
33241,Costo,5,3324,3,ACTIVO_INMOVILIZADO
33242,Revaluación,5,3324,3,ACTIVO_INMOVILIZADO
33243,Costo de financiación,5,3324,3,ACTIVO_INMOVILIZADO
3325,Mejoras en locales arrendados.,4,332,3,ACTIVO_INMOVILIZADO
33251,Costo,5,3325,3,ACTIVO_INMOVILIZADO
33252,Revaluación,5,3325,3,ACTIVO_INMOVILIZADO
33253,Costo de Financiación,5,3325,3,ACTIVO_INMOVILIZADO
333,Maquinaria y equipo de explotación,3,33,3,ACTIVO_INMOVILIZADO
3331,Maquinaria y equipo de explotación,4,333,3,ACTIVO_INMOVILIZADO
33311,Costo,5,3331,3,ACTIVO_INMOVILIZADO
33312,Revaluación,5,3331,3,ACTIVO_INMOVILIZADO
33313,Costo de financiación,5,3331,3,ACTIVO_INMOVILIZADO
334,Unidades de transporte,3,33,3,ACTIVO_INMOVILIZADO
3341,Vehículos motorizados,4,334,3,ACTIVO_INMOVILIZADO
33411,Costo,5,3341,3,ACTIVO_INMOVILIZADO
33412,Revaluación,5,3341,3,ACTIVO_INMOVILIZADO
3342,Vehículos no motorizados,4,334,3,ACTIVO_INMOVILIZADO
33421,Costo,5,3342,3,ACTIVO_INMOVILIZADO
33422,Revaluación,5,3342,3,ACTIVO_INMOVILIZADO
335,Muebles y enseres,3,33,3,ACTIVO_INMOVILIZADO
3351,Muebles,4,335,3,ACTIVO_INMOVILIZADO
33511,Costo,5,3351,3,ACTIVO_INMOVILIZADO
33512,Revaluación,5,3351,3,ACTIVO_INMOVILIZADO
3352,Enseres,4,335,3,ACTIVO_INMOVILIZADO
33521,Costo,5,3352,3,ACTIVO_INMOVILIZADO
33522,Revaluación,5,3352,3,ACTIVO_INMOVILIZADO
336,Equipos diversos,3,33,3,ACTIVO_INMOVILIZADO
3361,Equipo para procesamiento de información,4,336,3,ACTIVO_INMOVILIZADO
33611,Costo,5,3361,3,ACTIVO_INMOVILIZADO
33612,Revaluación,5,3361,3,ACTIVO_INMOVILIZADO
3362,Equipo de comunicación,4,336,3,ACTIVO_INMOVILIZADO
33621,Costo,5,3362,3,ACTIVO_INMOVILIZADO
33622,Revaluación,5,3362,3,ACTIVO_INMOVILIZADO
3363,Equipo de seguridad,4,336,3,ACTIVO_INMOVILIZADO
33631,Costo,5,3363,3,ACTIVO_INMOVILIZADO
33632,Revaluación,5,3363,3,ACTIVO_INMOVILIZADO
3364,Equipo de medio ambiente,4,336,3,ACTIVO_INMOVILIZADO
33641,Costo,5,3364,3,ACTIVO_INMOVILIZADO
33642,Revaluación,5,3364,3,ACTIVO_INMOVILIZADO
3369,Otros equipos,4,336,3,ACTIVO_INMOVILIZADO
33691,Costo,5,3369,3,ACTIVO_INMOVILIZADO
33692,Revaluación,5,3369,3,ACTIVO_INMOVILIZADO
337,Herramientas y unidades de reemplazo,3,33,3,ACTIVO_INMOVILIZADO
3371,Herramientas,4,337,3,ACTIVO_INMOVILIZADO
33711,Costo,5,3371,3,ACTIVO_INMOVILIZADO
33712,Revaluación,5,3371,3,ACTIVO_INMOVILIZADO
3372,Unidades de reemplazo,4,337,3,ACTIVO_INMOVILIZADO
33721,Costo,5,3372,3,ACTIVO_INMOVILIZADO
33722,Revaluación,5,3372,3,ACTIVO_INMOVILIZADO
338,Unidades por recibir,3,33,3,ACTIVO_INMOVILIZADO
3381,Maquinaria y equipo de explotación,4,338,3,ACTIVO_INMOVILIZADO
3382,Equipo de transporte,4,338,3,ACTIVO_INMOVILIZADO
3383,Muebles y enseres,4,338,3,ACTIVO_INMOVILIZADO
3386,Equipos diversos,4,338,3,ACTIVO_INMOVILIZADO
3387,Herramientas y unidades de reemplazo,4,338,3,ACTIVO_INMOVILIZADO
339,Obras en curso,3,33,3,ACTIVO_INMOVILIZADO
3391,Adecuación de terrenos,4,339,3,ACTIVO_INMOVILIZADO
3392,Edificaciones en curso,4,339,3,ACTIVO_INMOVILIZADO
33921,Costo,5,3392,3,ACTIVO_INMOVILIZADO
33922,Costo de financiación,5,3392,3,ACTIVO_INMOVILIZADO
3393,Maquinaria en montaje,4,339,3,ACTIVO_INMOVILIZADO
33931,Costo,5,3393,3,ACTIVO_INMOVILIZADO
33932,Costo de financiación,5,3393,3,ACTIVO_INMOVILIZADO
34,INTANGIBLES,2,3,3,ACTIVO_INMOVILIZADO
341,"Concesiones, licencias y otros derechos",3,34,3,ACTIVO_INMOVILIZADO
3411,Derechos por concesiones,4,341,3,ACTIVO_INMOVILIZADO
34111,Costo,5,3411,3,ACTIVO_INMOVILIZADO
34112,Revaluación,5,3411,3,ACTIVO_INMOVILIZADO
3412,Licencias,4,341,3,ACTIVO_INMOVILIZADO
34121,Costo,5,3412,3,ACTIVO_INMOVILIZADO
34122,Revaluación,5,3412,3,ACTIVO_INMOVILIZADO
3419,Otros derechos,4,341,3,ACTIVO_INMOVILIZADO
34191,Costo,5,3419,3,ACTIVO_INMOVILIZADO
34192,Revaluación,5,3419,3,ACTIVO_INMOVILIZADO
342,Patentes y propiedad industrial,3,34,3,ACTIVO_INMOVILIZADO
3421,Patentes,4,342,3,ACTIVO_INMOVILIZADO
34211,Costo,5,3421,3,ACTIVO_INMOVILIZADO
34212,Revaluación,5,3421,3,ACTIVO_INMOVILIZADO
3422,Marcas,4,342,3,ACTIVO_INMOVILIZADO
34221,Costo,5,3422,3,ACTIVO_INMOVILIZADO
34222,Revaluación,5,3422,3,ACTIVO_INMOVILIZADO
343,Programas de computadora (software),3,34,3,ACTIVO_INMOVILIZADO
3431,Aplicaciones informáticas,4,343,3,ACTIVO_INMOVILIZADO
34311,Costo,5,3431,3,ACTIVO_INMOVILIZADO
34312,Revaluación,5,3431,3,ACTIVO_INMOVILIZADO
344,Costos de exploración y desarrollo,3,34,3,ACTIVO_INMOVILIZADO
3441,Costos de exploración,4,344,3,ACTIVO_INMOVILIZADO
34411,Costo,5,3441,3,ACTIVO_INMOVILIZADO
34412,Revaluación,5,3441,3,ACTIVO_INMOVILIZADO
34413,Costo de financiación,5,3441,3,ACTIVO_INMOVILIZADO
3442,Costos de desarrollo,4,344,3,ACTIVO_INMOVILIZADO
34421,Costo,5,3442,3,ACTIVO_INMOVILIZADO
34422,Revaluación,5,3442,3,ACTIVO_INMOVILIZADO
34423,Costo de financiación,5,3442,3,ACTIVO_INMOVILIZADO
345,"Fórmulas, diseños y prototipos",3,34,3,ACTIVO_INMOVILIZADO
3451,Fórmulas,4,345,3,ACTIVO_INMOVILIZADO
34511,Costo,5,3451,3,ACTIVO_INMOVILIZADO
34512,Revaluación,5,3451,3,ACTIVO_INMOVILIZADO
3452,Diseños y prototipos,4,345,3,ACTIVO_INMOVILIZADO
34521,Costo,5,3452,3,ACTIVO_INMOVILIZADO
34522,Revaluación,5,3452,3,ACTIVO_INMOVILIZADO
347,Plusvalía mercantil,3,34,3,ACTIVO_INMOVILIZADO
3471,Plusvalía mercantil,4,347,3,ACTIVO_INMOVILIZADO
349,Otros activos intangibles,3,34,3,ACTIVO_INMOVILIZADO
3491,Otros activos intangibles,4,349,3,ACTIVO_INMOVILIZADO
34911,Costo,5,3491,3,ACTIVO_INMOVILIZADO
34912,Revaluación,5,3491,3,ACTIVO_INMOVILIZADO
35,ACTIVOS BIOLÓGICOS,2,3,3,ACTIVO_INMOVILIZADO
351,Activos biológicos en producción,3,35,3,ACTIVO_INMOVILIZADO
3511,De origen animal,4,351,3,ACTIVO_INMOVILIZADO
35111,Costo,5,3511,3,ACTIVO_INMOVILIZADO
35113,Costo de financiación,5,3511,3,ACTIVO_INMOVILIZADO
35114,Valor razonable,5,3511,3,ACTIVO_INMOVILIZADO
3512,De origen vegetal,4,351,3,ACTIVO_INMOVILIZADO
35121,Costo,5,3512,3,ACTIVO_INMOVILIZADO
35123,Costo de financiación,5,3512,3,ACTIVO_INMOVILIZADO
35124,Valor razonable,5,3512,3,ACTIVO_INMOVILIZADO
352,Activos biológicos en desarrollo,3,35,3,ACTIVO_INMOVILIZADO
3521,De origen animal,4,352,3,ACTIVO_INMOVILIZADO
35211,Costo,5,3521,3,ACTIVO_INMOVILIZADO
35213,Costo de financiación,5,3521,3,ACTIVO_INMOVILIZADO
35214,Valor razonable,5,3521,3,ACTIVO_INMOVILIZADO
3522,De origen vegetal,4,352,3,ACTIVO_INMOVILIZADO
35221,Costo,5,3522,3,ACTIVO_INMOVILIZADO
35223,Costo de financiación,5,3522,3,ACTIVO_INMOVILIZADO
35224,Valor razonable,5,3522,3,ACTIVO_INMOVILIZADO
36,DESVALORIZACIÓN DE ACTIVO INMOVILIZADO,2,3,3,ACTIVO_INMOVILIZADO
361,Desvalorización de propiedades de inversión,3,36,3,ACTIVO_INMOVILIZADO
3611,Terrenos,4,361,3,ACTIVO_INMOVILIZADO
36111,Costo,5,3611,3,ACTIVO_INMOVILIZADO
36112,Revaluación,5,3611,3,ACTIVO_INMOVILIZADO
3612,Edificaciones,4,361,3,ACTIVO_INMOVILIZADO
36121,Costo,5,3612,3,ACTIVO_INMOVILIZADO
36122,Revaluación,5,3612,3,ACTIVO_INMOVILIZADO
36123,Costo de financiación,5,3612,3,ACTIVO_INMOVILIZADO
3613,Construcciones en curso - edificaciones,4,361,3,ACTIVO_INMOVILIZADO
36131,Costo,5,3613,3,ACTIVO_INMOVILIZADO
36132,Revaluación,5,3613,3,ACTIVO_INMOVILIZADO
36133,Costo de financiación,5,3613,3,ACTIVO_INMOVILIZADO
362,Desvalorización de propiedades de inversión - Arrendamiento financiero,3,36,3,ACTIVO_INMOVILIZADO
3621,Terrenos,4,362,3,ACTIVO_INMOVILIZADO
36211,Costo,5,3621,3,ACTIVO_INMOVILIZADO
36212,Revaluación,5,3621,3,ACTIVO_INMOVILIZADO
3622,Edificaciones,4,362,3,ACTIVO_INMOVILIZADO
36221,Costo,5,3622,3,ACTIVO_INMOVILIZADO
36222,Revaluación,5,3622,3,ACTIVO_INMOVILIZADO
36223,Costo de financiación,5,3622,3,ACTIVO_INMOVILIZADO
363,"Desvalorización de propiedad, planta y equipo - Arrendamiento financiero",3,36,3,ACTIVO_INMOVILIZADO
3631,Terrenos,4,363,3,ACTIVO_INMOVILIZADO
36311,Costo,5,3631,3,ACTIVO_INMOVILIZADO
36312,Revaluación,5,3631,3,ACTIVO_INMOVILIZADO
3632,Edificaciones,4,363,3,ACTIVO_INMOVILIZADO
36321,Costo,5,3632,3,ACTIVO_INMOVILIZADO
36322,Revaluación,5,3632,3,ACTIVO_INMOVILIZADO
36323,Costo de financiación,5,3632,3,ACTIVO_INMOVILIZADO
3633,Maquinaria y equipo de explotación,4,363,3,ACTIVO_INMOVILIZADO
36331,Costo,5,3633,3,ACTIVO_INMOVILIZADO
36332,Revaluación,5,3633,3,ACTIVO_INMOVILIZADO
36333,Costo de financiación,5,3633,3,ACTIVO_INMOVILIZADO
3634,Unidades de transporte,4,363,3,ACTIVO_INMOVILIZADO
36341,Costo,5,3634,3,ACTIVO_INMOVILIZADO
36342,Revaluación,5,3634,3,ACTIVO_INMOVILIZADO
3635,Muebles y enseres,4,363,3,ACTIVO_INMOVILIZADO
36351,Costo,5,3635,3,ACTIVO_INMOVILIZADO
36352,Revaluación,5,3635,3,ACTIVO_INMOVILIZADO
3636,Equipos diversos,4,363,3,ACTIVO_INMOVILIZADO
36361,Costo,5,3636,3,ACTIVO_INMOVILIZADO
36362,Revaluación,5,3636,3,ACTIVO_INMOVILIZADO
364,"Desvalorización de propiedad, planta y equipo",3,36,3,ACTIVO_INMOVILIZADO
3640,Planta productora en producción,4,364,3,ACTIVO_INMOVILIZADO
36401,Costo,5,3640,3,ACTIVO_INMOVILIZADO
36402,Planta productora en producción - Revaluación,5,3640,3,ACTIVO_INMOVILIZADO
36403,Planta productora en producción - Costo de financiación,5,3640,3,ACTIVO_INMOVILIZADO
33404,Planta productora en producción - Valor razonable,5,3640,3,ACTIVO_INMOVILIZADO
36405,Planta productora en desarrollo - Costo,5,3640,3,ACTIVO_INMOVILIZADO
36406,Planta productora en desarrollo - Revaluación,5,3640,3,ACTIVO_INMOVILIZADO
36407,Planta productora en desarrollo - Costo de financiación,5,3640,3,ACTIVO_INMOVILIZADO
36408,Planta productora en desarrollo - Valor razonable,5,3640,3,ACTIVO_INMOVILIZADO
3641,Terrenos,4,364,3,ACTIVO_INMOVILIZADO
36411,Costo,5,3641,3,ACTIVO_INMOVILIZADO
36412,Revaluación,5,3641,3,ACTIVO_INMOVILIZADO
3642,Edificaciones,4,364,3,ACTIVO_INMOVILIZADO
36421,Edificaciones - Costo,5,3642,3,ACTIVO_INMOVILIZADO
36422,Edificaciones - Revaluación,5,3642,3,ACTIVO_INMOVILIZADO
36423,Edificaciones - Costo de financiación,5,3642,3,ACTIVO_INMOVILIZADO
36424,Instalaciones - Costo,5,3642,3,ACTIVO_INMOVILIZADO
36425,Instalaciones - Revaluación,5,3642,3,ACTIVO_INMOVILIZADO
36426,Instalaciones - Costo de financiación,5,3642,3,ACTIVO_INMOVILIZADO
36427,Mejoras en locales arrendados - Costo,5,3642,3,ACTIVO_INMOVILIZADO
36428,Mejoras en locales arrendados - Revaluación,5,3642,3,ACTIVO_INMOVILIZADO
36429,Mejoras en locales arrendados - Costo de financiación,5,3642,3,ACTIVO_INMOVILIZADO
3643,Maquinaria y equipo de explotación,4,364,3,ACTIVO_INMOVILIZADO
36431,Costo,5,3643,3,ACTIVO_INMOVILIZADO
36432,Revaluación,5,3643,3,ACTIVO_INMOVILIZADO
36433,Costo de financiación,5,3643,3,ACTIVO_INMOVILIZADO
3644,Unidades de transporte,4,364,3,ACTIVO_INMOVILIZADO
36441,Costo,5,3644,3,ACTIVO_INMOVILIZADO
36442,Revaluación,5,3644,3,ACTIVO_INMOVILIZADO
3645,Muebles y enseres,4,364,3,ACTIVO_INMOVILIZADO
36451,Costo,5,3645,3,ACTIVO_INMOVILIZADO
36452,Revaluación,5,3645,3,ACTIVO_INMOVILIZADO
3646,Equipos diversos,4,364,3,ACTIVO_INMOVILIZADO
36461,Costo,5,3646,3,ACTIVO_INMOVILIZADO
36462,Revaluación,5,3646,3,ACTIVO_INMOVILIZADO
3647,Herramientas y unidades de reemplazo,4,364,3,ACTIVO_INMOVILIZADO
36471,Herramientas - Costo,5,3647,3,ACTIVO_INMOVILIZADO
38472,Herramientas - Revaluación,5,3647,3,ACTIVO_INMOVILIZADO
38473,Unidades de reemplazo - costo,5,3647,3,ACTIVO_INMOVILIZADO
38474,Unidades de reemplazo - Revaluación,5,3647,3,ACTIVO_INMOVILIZADO
3649,Obras en curso,4,364,3,ACTIVO_INMOVILIZADO
36491,Costo,5,3649,3,ACTIVO_INMOVILIZADO
36492,Revaluación,5,3649,3,ACTIVO_INMOVILIZADO
365,Desvalorización de intangibles,3,36,3,ACTIVO_INMOVILIZADO
3651,"Concesiones, licencias y otros derechos",4,365,3,ACTIVO_INMOVILIZADO
36511,Costo,5,3651,3,ACTIVO_INMOVILIZADO
36512,Revaluación,5,3651,3,ACTIVO_INMOVILIZADO
3652,Patentes y propiedad industrial,4,365,3,ACTIVO_INMOVILIZADO
36521,Costo,5,3652,3,ACTIVO_INMOVILIZADO
36522,Revaluación,5,3652,3,ACTIVO_INMOVILIZADO
3653,Programas de computadora (software),4,365,3,ACTIVO_INMOVILIZADO
36531,Costo,5,3653,3,ACTIVO_INMOVILIZADO
36532,Revaluación,5,3653,3,ACTIVO_INMOVILIZADO
3654,Costos de exploración y desarrollo,4,365,3,ACTIVO_INMOVILIZADO
36541,Costo,5,3654,3,ACTIVO_INMOVILIZADO
36542,Revaluación,5,3654,3,ACTIVO_INMOVILIZADO
36543,Costo de financiación,5,3654,3,ACTIVO_INMOVILIZADO
3655,"Fórmulas, diseños y prototipos",4,365,3,ACTIVO_INMOVILIZADO
36551,Costo,5,3655,3,ACTIVO_INMOVILIZADO
36552,Revaluación,5,3655,3,ACTIVO_INMOVILIZADO
3657,Plusvalía mercantil,4,365,3,ACTIVO_INMOVILIZADO
3659,Otros activos intangibles,4,365,3,ACTIVO_INMOVILIZADO
36591,Costo,5,3659,3,ACTIVO_INMOVILIZADO
36592,Revaluación,5,3659,3,ACTIVO_INMOVILIZADO
366,Desvalorización de activos biológicos,3,36,3,ACTIVO_INMOVILIZADO
3661,Activos biológicos en producción,4,366,3,ACTIVO_INMOVILIZADO
36611,Costo,5,3661,3,ACTIVO_INMOVILIZADO
36613,Costo de financiación,5,3661,3,ACTIVO_INMOVILIZADO
3662,Activos biológicos en desarrollo,4,366,3,ACTIVO_INMOVILIZADO
36621,Costo,5,3662,3,ACTIVO_INMOVILIZADO
36622,Costo de financiación,5,3662,3,ACTIVO_INMOVILIZADO
367,Desvalorización de inversiones mobiliarias,3,36,3,ACTIVO_INMOVILIZADO
3671,Inversiones a ser mantenidas hasta el vencimiento,4,367,3,ACTIVO_INMOVILIZADO
36711,Costo,5,3671,3,ACTIVO_INMOVILIZADO
3672,Inversiones financieras representativas de derecho patrimonial,4,367,3,ACTIVO_INMOVILIZADO
36721,Costo,5,3672,3,ACTIVO_INMOVILIZADO
3673,Otras inversiones financieras,4,367,3,ACTIVO_INMOVILIZADO
36731,Costo,5,3673,3,ACTIVO_INMOVILIZADO
37,ACTIVO DIFERIDO,2,3,3,ACTIVO_INMOVILIZADO
371,Impuesto a la renta diferido,3,37,3,ACTIVO_INMOVILIZADO
3711,Impuesto a la renta diferido  Patrimonio,4,371,3,ACTIVO_INMOVILIZADO
3712,Impuesto a la renta diferido  Resultados,4,371,3,ACTIVO_INMOVILIZADO
372,Participaciones de los trabajadores diferidas,3,37,3,ACTIVO_INMOVILIZADO
3721,Participaciones de los trabajadores diferidas  Patrimonio,4,372,3,ACTIVO_INMOVILIZADO
3722,Participaciones de los trabajadores diferidas  Resultados,4,372,3,ACTIVO_INMOVILIZADO
373,Intereses diferidos,3,37,3,ACTIVO_INMOVILIZADO
3731,Intereses no devengados en transacciones con terceros,4,373,3,ACTIVO_INMOVILIZADO
3732,Intereses no devengados en medición a valor descontado,4,373,3,ACTIVO_INMOVILIZADO
38,OTROS ACTIVOS,2,3,3,ACTIVO_INMOVILIZADO
381,Bienes de arte y cultura,3,38,3,ACTIVO_INMOVILIZADO
3811,Obras de arte,4,381,3,ACTIVO_INMOVILIZADO
